Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CAMPODEMARTE
,Departamento:LIMA,Provincia:LIMA,Distrito:JESUS,MARIA
,Latitud:12Â°4'14.03'',Longitud:77Â°2'35.3'',Altitud:117,msnm.
,Tipo:EMA,-Meteorológica,Código:112181
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/12/03,01:00,17.8,0.0,85,217,1.3
2020/12/03,02:00,17.7,0.0,86,218,1.3
2020/12/03,03:00,17.5,0.0,88,216,2.1
2020/12/03,04:00,17.5,0.0,89,212,0.3
2020/12/03,05:00,17.4,0.0,88,280,0.0
2020/12/03,06:00,17.2,0.0,89,204,1.3
2020/12/03,07:00,17.2,0.0,89,206,1.7
2020/12/03,08:00,17.9,0.0,88,206,1.9
2020/12/03,09:00,18.4,0.0,84,209,2.3
2020/12/03,10:00,18.9,0.0,82,216,1.5
2020/12/03,11:00,19.7,0.0,78,201,2.8
2020/12/03,12:00,21.1,0.0,73,204,3.4
2020/12/03,13:00,20.6,0.0,75,207,3.8
2020/12/03,14:00,19.6,0.0,79,206,5.4
2020/12/03,15:00,20.2,0.0,77,210,5.5
2020/12/03,16:00,20.1,0.0,79,205,4.0
2020/12/03,17:00,19.2,0.0,79,220,4.1
2020/12/03,18:00,18.9,0.0,82,233,1.8
2020/12/03,19:00,18.6,0.0,84,212,2.5
2020/12/03,20:00,18.7,0.0,86,225,2.3
2020/12/03,21:00,18.4,0.0,85,215,2.7
2020/12/03,22:00,18.3,0.0,85,213,3.4
2020/12/03,23:00,18.4,0.0,86,218,2.3
2020/12/04,00:00,18.0,0.0,86,216,2.7
2020/12/04,01:00,18.1,0.0,86,253,0.6
2020/12/04,02:00,17.8,0.0,86,206,2.3
2020/12/04,03:00,17.5,0.0,87,210,2.1
2020/12/04,04:00,17.4,0.0,88,205,1.7
2020/12/04,05:00,17.5,0.0,88,212,0.0
2020/12/04,06:00,17.7,0.0,89,200,0.8
2020/12/04,07:00,17.8,0.0,89,206,1.4
2020/12/04,08:00,18.2,0.0,87,202,2.7
2020/12/04,09:00,18.0,0.0,86,205,2.1
2020/12/04,10:00,19.7,0.0,79,206,1.9
2020/12/04,11:00,19.9,0.0,77,215,2.1
2020/12/04,12:00,20.6,0.0,75,221,2.8
2020/12/04,13:00,21.9,0.0,68,213,4.0
2020/12/04,14:00,21.3,0.0,74,218,4.5
2020/12/04,15:00,21.7,0.0,71,219,4.2
2020/12/04,17:00,19.5,0.0,78,225,2.3
2020/12/04,18:00,18.9,0.0,83,235,1.9
2020/12/04,19:00,18.5,0.0,86,244,0.8
2020/12/04,20:00,18.5,0.0,86,237,0.7
2020/12/04,21:00,18.5,0.0,86,233,1.0
2020/12/04,22:00,18.7,0.0,86,238,0.7
2020/12/04,23:00,18.6,0.0,87,224,0.9
2020/12/05,00:00,18.5,0.0,87,207,1.9
2020/12/05,01:00,18.1,0.0,88,212,2.1
2020/12/05,02:00,18.0,0.0,87,211,0.5
2020/12/05,03:00,17.9,0.0,86,229,1.2
2020/12/05,04:00,17.7,0.0,87,221,1.0
2020/12/05,05:00,17.6,0.0,88,220,1.1
2020/12/05,06:00,17.6,0.0,88,214,0.2
2020/12/05,07:00,18.0,0.0,88,208,1.9
2020/12/05,08:00,18.6,0.0,86,205,2.1
2020/12/05,09:00,20.6,0.0,79,203,2.6
2020/12/05,10:00,19.9,0.0,80,190,3.8
2020/12/05,11:00,20.7,0.0,76,196,3.5
2020/12/05,12:00,20.3,0.0,78,193,3.2
2020/12/05,13:00,19.7,0.0,83,199,4.4
2020/12/05,14:00,19.5,0.0,84,205,3.5
2020/12/05,15:00,19.9,0.0,79,212,2.6
2020/12/05,16:00,18.8,0.0,85,216,1.8
2020/12/05,17:00,18.5,0.0,86,208,2.7
2020/12/05,18:00,18.6,0.0,86,207,2.7
2020/12/05,19:00,18.3,0.0,87,219,1.9
2020/12/05,20:00,18.3,0.0,88,220,1.9
2020/12/05,21:00,18.4,0.0,87,226,1.1
2020/12/05,22:00,18.5,0.0,87,223,0.8
2020/12/05,23:00,18.3,0.0,88,241,1.1
2020/12/06,00:00,18.4,0.0,88,215,1.9
2020/12/06,01:00,18.2,0.0,89,211,1.3
2020/12/06,02:00,18.0,0.0,90,213,2.0
2020/12/06,03:00,17.7,0.0,91,210,1.4
2020/12/06,04:00,17.5,0.0,92,209,0.4
2020/12/06,05:00,17.4,0.0,92,207,1.6
2020/12/06,06:00,17.2,0.0,93,204,2.0
2020/12/06,07:00,17.5,0.0,94,202,1.2
2020/12/06,08:00,17.6,0.0,92,194,1.9
2020/12/06,09:00,17.7,0.0,92,202,2.0
2020/12/06,10:00,18.1,0.0,89,193,2.8
2020/12/06,11:00,19.3,0.0,85,202,3.2
2020/12/06,12:00,20.2,0.0,81,198,3.2
2020/12/06,13:00,19.6,0.0,81,197,3.9
2020/12/06,14:00,19.1,0.0,83,210,4.8
2020/12/06,15:00,18.9,0.0,85,207,3.9
2020/12/06,16:00,18.7,0.0,85,221,3.1
2020/12/06,17:00,19.2,0.0,82,216,1.9
2020/12/06,18:00,18.8,0.0,82,210,2.5
2020/12/06,19:00,18.6,0.0,83,208,2.9
2020/12/06,20:00,18.5,0.0,84,226,2.5
2020/12/06,21:00,18.5,0.0,83,214,1.4
2020/12/06,22:00,18.4,0.0,84,208,1.8
2020/12/06,23:00,18.2,0.0,85,216,1.6
2020/12/07,00:00,18.3,0.0,84,221,1.2
2020/12/07,01:00,18.3,0.0,84,236,0.5
2020/12/07,02:00,18.2,0.0,84,214,0.9
2020/12/07,03:00,18.1,0.0,85,219,1.0
2020/12/07,04:00,18.1,0.0,85,229,0.2
2020/12/07,05:00,18.0,0.0,85,219,1.1
2020/12/07,06:00,17.8,0.0,86,213,1.9
2020/12/07,07:00,18.1,0.0,86,223,0.9
2020/12/07,08:00,18.4,0.0,85,235,1.0
2020/12/07,09:00,18.6,0.0,84,213,2.4
2020/12/07,10:00,18.7,0.0,84,213,2.5
2020/12/07,11:00,19.3,0.0,81,213,3.6
2020/12/07,12:00,20.3,0.0,77,213,2.8
2020/12/07,13:00,20.8,0.0,72,214,3.8
2020/12/07,14:00,20.4,0.0,74,214,3.3
2020/12/07,15:00,20.9,0.0,75,209,4.4
2020/12/07,16:00,20.2,0.0,77,207,3.2
2020/12/07,17:00,19.5,0.0,81,207,4.0
2020/12/07,18:00,19.0,0.0,83,213,1.6
2020/12/07,19:00,18.7,0.0,85,222,0.7
2020/12/07,20:00,18.7,0.0,86,226,1.2
2020/12/07,21:00,18.4,0.0,89,254,0.6
2020/12/07,22:00,18.2,0.1,90,226,1.3
2020/12/07,23:00,18.2,0.0,90,249,0.4
2020/12/08,00:00,18.2,0.0,90,229,0.7
2020/12/08,01:00,18.1,0.0,90,218,1.4
2020/12/08,02:00,18.1,0.0,91,212,1.7
2020/12/08,03:00,17.9,0.0,92,221,0.9
2020/12/08,04:00,17.9,0.0,92,224,1.0
2020/12/08,05:00,17.9,0.0,92,221,0.7
2020/12/08,06:00,17.9,0.0,92,206,1.7
2020/12/08,07:00,18.3,0.0,91,210,1.3
2020/12/08,08:00,18.6,0.0,89,205,1.8
2020/12/08,09:00,19.5,0.0,85,209,2.3
2020/12/08,10:00,19.3,0.0,85,209,3.7
2020/12/08,11:00,19.8,0.0,81,213,3.2
2020/12/08,12:00,21.2,0.0,78,214,3.2
2020/12/08,13:00,21.5,0.0,77,207,4.8
2020/12/08,14:00,21.1,0.0,73,205,5.1
2020/12/08,15:00,20.0,0.0,80,211,5.8
2020/12/08,16:00,20.1,0.0,82,210,3.9
2020/12/08,17:00,19.3,0.0,84,210,4.4
2020/12/08,18:00,19.0,0.1,87,225,0.3
2020/12/08,19:00,18.8,0.0,86,214,1.8
2020/12/08,20:00,18.8,0.0,87,238,0.9
2020/12/08,21:00,18.7,0.0,87,233,0.7
2020/12/08,22:00,18.6,0.0,89,249,0.5
2020/12/08,23:00,18.5,0.0,89,211,1.5
2020/12/09,00:00,18.3,0.0,89,211,1.4
2020/12/09,01:00,18.2,0.0,90,230,0.0
2020/12/09,02:00,18.1,0.0,90,203,1.7
2020/12/09,03:00,17.8,0.0,91,200,1.7
2020/12/09,04:00,17.7,0.0,92,204,2.1
2020/12/09,05:00,17.5,0.0,92,229,1.9
2020/12/09,06:00,17.5,0.0,93,202,1.6
2020/12/09,07:00,17.6,0.0,92,211,2.0
2020/12/09,08:00,18.1,0.0,90,213,1.6
2020/12/09,09:00,18.6,0.0,87,225,1.6
2020/12/09,10:00,19.3,0.0,83,223,2.2
2020/12/09,11:00,19.8,0.0,80,217,2.9
2020/12/09,12:00,20.7,0.0,75,212,2.6
2020/12/09,13:00,21.9,0.0,72,214,3.2
2020/12/09,14:00,22.0,0.0,73,211,5.1
2020/12/09,15:00,20.6,0.0,77,210,4.5
2020/12/09,16:00,19.8,0.0,81,207,3.6
2020/12/09,17:00,20.0,0.0,81,213,3.2
2020/12/09,18:00,19.9,0.0,81,210,3.3
2020/12/09,19:00,19.0,0.0,85,240,0.9
2020/12/09,20:00,18.9,0.0,87,218,2.8
2020/12/09,21:00,18.9,0.0,87,221,2.6
2020/12/09,22:00,18.7,0.0,87,221,1.8
2020/12/09,23:00,18.7,0.0,88,215,1.1
2020/12/10,00:00,18.3,0.0,89,207,0.9
2020/12/10,01:00,18.1,0.0,90,201,2.5
2020/12/10,02:00,18.0,0.0,91,214,2.4
2020/12/10,03:00,17.8,0.0,91,223,0.6
2020/12/10,04:00,17.8,0.0,91,209,1.0
2020/12/10,05:00,17.7,0.0,92,215,1.5
2020/12/10,06:00,17.5,0.0,92,193,2.1
2020/12/10,07:00,17.6,0.0,91,218,1.6
2020/12/10,08:00,18.4,0.0,88,205,2.2
2020/12/10,09:00,18.9,0.0,82,211,3.4
2020/12/10,10:00,19.3,0.0,80,207,3.5
2020/12/10,11:00,20.0,0.0,80,223,2.3
2020/12/10,12:00,19.7,0.0,79,204,3.2
2020/12/10,13:00,20.5,0.0,77,206,3.4
2020/12/10,14:00,21.4,0.0,73,199,4.0
2020/12/10,15:00,20.3,0.0,77,198,4.0
2020/12/10,16:00,20.4,0.0,79,193,3.0
2020/12/10,17:00,18.8,0.0,84,199,2.9
2020/12/10,18:00,18.8,0.0,84,209,2.7
2020/12/10,19:00,18.6,0.0,85,218,2.6
2020/12/10,20:00,18.8,0.0,85,238,0.9
2020/12/10,21:00,18.7,0.0,85,219,2.2
2020/12/10,22:00,18.5,0.0,85,237,1.2
2020/12/10,23:00,18.7,0.0,84,233,1.5
2020/12/11,00:00,18.7,0.0,85,220,1.7
2020/12/11,01:00,19.0,0.0,86,227,0.8
2020/12/11,02:00,18.4,0.0,86,227,0.8
2020/12/11,03:00,18.3,0.0,87,226,0.7
2020/12/11,04:00,18.2,0.0,87,222,1.1
2020/12/11,05:00,18.4,0.0,88,231,0.1
2020/12/11,06:00,18.2,0.0,88,216,1.0
2020/12/11,07:00,18.8,0.0,87,227,0.7
2020/12/11,08:00,19.2,0.0,84,213,1.9
2020/12/11,09:00,20.7,0.0,79,212,1.6
2020/12/11,10:00,21.8,0.0,73,219,1.1
2020/12/11,11:00,22.3,0.0,70,207,2.7
2020/12/11,12:00,22.0,0.0,73,209,4.9
2020/12/11,13:00,21.4,0.0,74,209,5.9
2020/12/11,14:00,20.8,0.0,77,208,5.4
2020/12/11,15:00,21.4,0.0,75,218,3.5
2020/12/11,16:00,20.7,0.0,77,217,2.8
2020/12/11,17:00,20.6,0.0,75,206,3.7
2020/12/11,18:00,20.0,0.0,77,215,3.0
2020/12/11,19:00,19.4,0.0,82,214,2.9
2020/12/11,20:00,19.1,0.0,85,220,2.8
2020/12/11,21:00,18.9,0.0,86,216,2.1
2020/12/11,22:00,18.8,0.0,86,224,1.7
2020/12/11,23:00,18.9,0.0,86,232,0.3
2020/12/12,00:00,18.7,0.0,86,205,1.2
2020/12/12,01:00,18.6,0.0,88,205,2.0
2020/12/12,02:00,18.0,0.0,90,208,1.4
2020/12/12,03:00,17.8,0.0,91,212,2.8
2020/12/12,04:00,18.0,0.0,90,211,1.7
2020/12/12,05:00,18.0,0.0,89,215,1.7
2020/12/12,06:00,18.3,0.0,87,212,0.9
2020/12/12,07:00,18.4,0.0,86,203,3.1
2020/12/12,08:00,18.6,0.0,85,199,1.1
2020/12/12,09:00,19.6,0.0,80,210,0.9
2020/12/12,10:00,20.2,0.0,77,194,1.9
2020/12/12,11:00,21.4,0.0,75,201,1.4
2020/12/12,12:00,22.7,0.0,71,203,0.8
2020/12/12,13:00,22.5,0.0,70,203,4.6
2020/12/12,14:00,21.8,0.0,73,209,4.9
2020/12/12,15:00,20.5,0.0,79,215,4.4
2020/12/12,16:00,20.4,0.0,79,215,4.1
2020/12/12,17:00,19.6,0.0,81,210,4.4
2020/12/12,18:00,19.4,0.0,83,217,2.3
2020/12/12,19:00,18.6,0.0,85,212,2.6
2020/12/12,20:00,18.7,0.0,84,243,0.8
2020/12/12,21:00,19.0,0.0,84,235,2.3
2020/12/12,22:00,18.6,0.0,86,238,1.3
2020/12/12,23:00,18.7,0.0,87,240,0.9
2020/12/13,00:00,19.1,0.0,87,232,1.8
2020/12/13,01:00,18.6,0.0,87,234,0.6
2020/12/13,02:00,18.4,0.0,88,210,1.7
2020/12/13,03:00,18.3,0.0,89,214,1.1
2020/12/13,04:00,17.9,0.0,90,201,1.8
2020/12/13,05:00,17.9,0.0,90,217,0.5
2020/12/13,06:00,18.2,0.0,89,205,0.1
2020/12/13,07:00,18.4,0.0,87,217,1.0
2020/12/13,08:00,19.0,0.0,87,220,1.1
2020/12/13,09:00,18.7,0.0,86,203,3.0
2020/12/13,10:00,19.6,0.0,85,207,0.9
2020/12/13,11:00,21.9,0.0,72,222,0.1
2020/12/13,12:00,22.1,0.0,72,197,3.9
2020/12/13,13:00,21.8,0.0,74,213,4.6
2020/12/13,14:00,21.5,0.0,72,220,1.5
2020/12/13,15:00,21.5,0.0,72,210,0.7
2020/12/13,16:00,21.6,0.0,73,229,0.0
2020/12/13,17:00,20.3,0.0,78,239,0.0
2020/12/13,18:00,19.9,0.0,81,227,0.0
2020/12/13,19:00,19.6,0.0,84,225,0.0
2020/12/13,20:00,19.7,0.0,84,246,0.0
2020/12/13,21:00,19.3,0.0,86,225,0.0
2020/12/13,22:00,19.4,0.0,86,216,0.0
2020/12/13,23:00,19.6,0.0,86,205,0.0
2020/12/14,00:00,19.2,0.0,86,222,0.0
2020/12/14,01:00,19.0,0.0,87,234,0.0
2020/12/14,02:00,18.8,0.0,89,229,0.3
2020/12/14,03:00,18.7,0.0,89,229,0.0
2020/12/14,04:00,18.7,0.0,89,251,0.1
2020/12/14,05:00,18.6,0.0,89,222,0.5
2020/12/14,06:00,18.8,0.0,88,205,0.0
2020/12/14,07:00,19.2,0.0,87,222,0.1
2020/12/14,08:00,19.9,0.0,82,251,0.0
2020/12/14,09:00,19.8,0.0,83,190,0.1
2020/12/14,10:00,19.8,0.0,83,206,0.0
2020/12/14,11:00,19.8,0.0,82,200,0.0
2020/12/14,12:00,20.4,0.0,79,187,0.0
2020/12/14,13:00,20.0,0.0,83,199,0.0
2020/12/14,14:00,19.2,0.0,86,212,0.0
2020/12/14,15:00,20.0,0.0,81,217,0.0
2020/12/14,16:00,20.5,0.0,80,212,0.0
2020/12/14,17:00,20.7,0.0,78,206,0.0
2020/12/14,18:00,20.1,0.0,83,207,0.0
2020/12/14,19:00,19.7,0.0,84,217,0.0
2020/12/14,20:00,19.8,0.0,82,234,0.0
2020/12/14,21:00,19.5,0.0,85,208,0.0
2020/12/14,22:00,19.4,0.0,85,220,0.0
2020/12/14,23:00,19.3,0.0,85,218,0.0
2020/12/15,00:00,18.9,0.0,87,221,0.0
2020/12/15,01:00,18.8,0.0,89,226,0.0
2020/12/15,02:00,18.6,0.0,92,222,0.5
2020/12/15,03:00,18.3,0.0,93,217,0.4
2020/12/15,04:00,18.2,0.0,94,214,0.3
2020/12/15,05:00,18.2,0.0,94,220,0.2
2020/12/15,06:00,18.2,0.0,94,207,0.6
2020/12/15,07:00,18.5,0.0,93,220,0.3
2020/12/15,08:00,19.5,0.0,89,239,0.2
2020/12/15,09:00,20.5,0.0,82,235,0.0
2020/12/15,10:00,21.0,0.0,79,229,0.0
2020/12/15,11:00,21.3,0.0,79,209,0.0
2020/12/15,12:00,21.4,0.0,76,209,0.0
2020/12/15,13:00,23.3,0.0,70,212,0.0
2020/12/15,14:00,23.8,0.0,70,213,0.0
2020/12/15,15:00,24.0,0.0,68,208,0.0
2020/12/15,16:00,23.0,0.0,69,213,0.0
2020/12/15,17:00,21.9,0.0,73,209,0.1
2020/12/15,18:00,21.2,0.0,74,220,0.0
2020/12/15,19:00,20.5,0.0,77,217,0.0
2020/12/15,20:00,20.0,0.0,80,235,0.0
2020/12/15,21:00,20.2,0.0,77,218,0.0
2020/12/15,22:00,19.7,0.0,81,210,0.0
2020/12/15,23:00,19.0,0.0,84,232,0.0
2020/12/16,00:00,18.9,0.0,84,221,0.0
2020/12/16,01:00,18.4,0.0,87,218,0.0
2020/12/16,02:00,17.9,0.0,92,211,0.0
2020/12/16,03:00,17.6,0.0,93,211,0.0
2020/12/16,04:00,17.4,0.0,93,63,0.0
2020/12/16,05:00,17.3,0.0,92,11,0.0
2020/12/16,06:00,17.5,0.0,92,218,0.0
2020/12/16,07:00,17.7,0.0,92,197,0.0
2020/12/16,08:00,17.8,0.0,93,206,0.0
2020/12/16,09:00,18.2,0.0,92,212,0.0
2020/12/16,10:00,20.2,0.0,83,206,0.0
2020/12/16,11:00,22.5,0.0,73,209,0.0
2020/12/16,12:00,23.1,0.0,67,204,0.0
2020/12/16,13:00,23.2,0.0,68,215,0.0
2020/12/16,14:00,22.8,0.0,70,206,0.0
2020/12/16,15:00,21.5,0.0,76,215,0.0
2020/12/16,16:00,20.6,0.0,80,205,0.0
2020/12/16,17:00,19.9,0.0,83,210,0.0
2020/12/16,18:00,19.8,0.0,84,209,0.0
2020/12/16,19:00,19.8,0.0,85,201,0.0
2020/12/16,20:00,19.1,0.0,88,203,0.0
2020/12/16,21:00,18.8,0.0,89,213,0.0
2020/12/16,22:00,19.1,0.0,85,226,0.1
2020/12/16,23:00,19.5,0.0,81,256,0.1
2020/12/17,00:00,19.5,0.0,82,214,0.1
2020/12/17,01:00,19.3,0.0,85,219,0.0
2020/12/17,02:00,19.0,0.0,88,228,0.0
2020/12/17,03:00,19.0,0.0,88,343,0.0
2020/12/17,04:00,18.7,0.0,88,209,1.0
2020/12/17,05:00,18.6,0.0,89,222,0.4
2020/12/17,06:00,18.7,0.0,88,228,0.6
2020/12/17,07:00,19.1,0.0,86,209,0.0
2020/12/17,08:00,20.1,0.0,83,209,0.2
2020/12/17,09:00,20.7,0.0,80,208,0.0
2020/12/17,10:00,20.1,0.0,82,199,0.0
2020/12/17,11:00,19.4,0.0,85,211,0.0
2020/12/17,12:00,20.8,0.0,80,216,0.0
2020/12/17,13:00,21.0,0.0,81,210,0.2
2020/12/17,14:00,21.9,0.0,76,211,0.0
2020/12/17,15:00,22.2,0.0,72,213,0.0
2020/12/17,16:00,22.7,0.0,70,214,0.0
2020/12/17,17:00,22.4,0.0,69,223,0.0
2020/12/17,18:00,20.5,0.0,78,210,0.0
2020/12/17,19:00,19.8,0.0,83,236,0.0
2020/12/17,20:00,19.7,0.0,83,242,0.0
2020/12/17,21:00,19.7,0.0,84,236,0.0
2020/12/17,22:00,19.5,0.0,85,235,0.0
2020/12/17,23:00,19.5,0.0,86,228,0.0
2020/12/18,00:00,19.3,0.0,87,220,0.0
2020/12/18,01:00,19.3,0.0,86,220,0.0
2020/12/18,02:00,19.0,0.0,88,208,0.0
2020/12/18,03:00,19.0,0.0,87,222,0.0
2020/12/18,04:00,19.0,0.0,87,226,0.0
2020/12/18,05:00,19.0,0.0,87,230,0.0
2020/12/18,06:00,19.3,0.0,87,210,0.0
2020/12/18,07:00,19.5,0.0,85,218,0.0
2020/12/18,08:00,20.0,0.0,83,212,0.0
2020/12/18,09:00,20.3,0.0,81,207,0.0
2020/12/18,10:00,20.4,0.0,79,211,0.0
2020/12/18,11:00,20.6,0.0,79,209,0.0
2020/12/18,12:00,21.4,0.0,77,214,0.0
2020/12/18,13:00,21.8,0.0,76,214,0.0
2020/12/18,14:00,23.1,0.0,68,214,0.0
2020/12/18,15:00,22.1,0.0,73,209,0.0
2020/12/18,16:00,20.9,0.0,77,221,0.0
2020/12/18,17:00,20.5,0.0,78,241,0.0
2020/12/18,18:00,20.3,0.0,80,231,0.0
2020/12/18,19:00,19.9,0.0,82,228,0.0
2020/12/18,20:00,19.9,0.0,82,288,0.0
2020/12/18,21:00,19.7,0.0,83,277,0.0
2020/12/18,22:00,19.5,0.0,84,230,0.0
2020/12/18,23:00,19.4,0.0,85,254,0.0
2020/12/19,00:00,19.4,0.0,87,209,0.0
2020/12/19,01:00,19.1,0.0,89,220,0.0
2020/12/19,02:00,19.0,0.0,89,235,0.0
2020/12/19,03:00,19.0,0.0,89,223,0.0
2020/12/19,04:00,19.1,0.0,89,211,0.0
2020/12/19,05:00,18.8,0.0,90,204,0.0
2020/12/19,06:00,18.9,0.0,90,229,0.0
2020/12/19,07:00,19.2,0.0,89,213,0.0
2020/12/19,08:00,19.8,0.0,87,208,0.0
2020/12/19,09:00,19.8,0.0,85,213,0.0
2020/12/19,10:00,20.8,0.0,79,209,0.0
2020/12/19,11:00,20.9,0.0,79,212,0.0
2020/12/19,12:00,21.4,0.0,76,218,0.0
2020/12/19,13:00,21.9,0.0,74,217,0.0
2020/12/19,14:00,22.8,0.0,69,209,0.0
2020/12/19,15:00,23.0,0.0,70,211,0.1
2020/12/19,16:00,22.9,0.0,70,209,0.1
2020/12/19,17:00,21.6,0.0,75,214,0.0
2020/12/19,18:00,20.8,0.0,79,253,0.0
2020/12/19,19:00,19.9,0.0,84,220,0.0
2020/12/19,20:00,19.5,0.0,86,229,0.0
2020/12/19,21:00,19.4,0.0,86,253,0.0
2020/12/19,22:00,19.2,0.0,86,228,0.0
2020/12/19,23:00,19.0,0.0,88,228,0.0
2020/12/20,00:00,18.8,0.0,88,257,0.0
2020/12/20,01:00,18.9,0.0,89,232,0.0
2020/12/20,02:00,18.6,0.0,89,235,0.0
2020/12/20,03:00,18.6,0.0,89,202,0.0
2020/12/20,04:00,18.4,0.0,91,204,0.0
2020/12/20,05:00,18.2,0.0,91,215,0.0
2020/12/20,06:00,17.7,0.0,92,195,0.0
2020/12/20,07:00,18.3,0.0,92,199,0.0
2020/12/20,08:00,19.1,0.0,90,232,0.0
2020/12/20,09:00,20.3,0.0,81,190,0.0
2020/12/20,10:00,21.9,0.0,75,210,0.0
2020/12/20,11:00,20.8,0.0,77,191,0.0
2020/12/20,12:00,21.2,0.0,75,193,0.0
2020/12/20,13:00,22.1,0.0,73,198,0.0
2020/12/20,14:00,20.8,0.0,77,209,0.0
2020/12/20,15:00,20.9,0.0,79,208,0.0
2020/12/20,16:00,19.7,0.0,83,205,0.0
2020/12/20,17:00,20.2,0.0,81,220,0.0
2020/12/20,18:00,20.0,0.0,81,210,0.0
2020/12/20,19:00,19.1,0.0,86,214,0.0
2020/12/20,20:00,19.3,0.0,85,247,0.0
2020/12/20,21:00,19.3,0.0,84,216,0.0
2020/12/20,22:00,19.3,0.0,84,215,0.0
2020/12/20,23:00,19.2,0.0,84,231,0.0
2020/12/21,00:00,19.1,0.0,85,222,0.0
2020/12/21,01:00,19.1,0.0,85,214,0.0
2020/12/21,02:00,18.5,0.0,87,215,0.0
2020/12/21,03:00,18.6,0.0,87,212,0.0
2020/12/21,04:00,18.6,0.0,87,202,0.0
2020/12/21,05:00,18.4,0.0,88,221,0.0
2020/12/21,06:00,18.4,0.0,87,211,0.0
2020/12/21,07:00,19.0,0.0,85,206,0.0
2020/12/21,08:00,19.7,0.0,79,207,0.0
2020/12/21,09:00,21.5,0.0,75,188,0.0
2020/12/21,10:00,21.0,0.0,76,189,0.0
2020/12/21,11:00,21.1,0.0,75,191,0.0
2020/12/21,12:00,21.0,0.0,77,202,0.0
2020/12/21,13:00,20.9,0.0,76,203,0.0
2020/12/21,14:00,21.4,0.0,75,207,0.0
2020/12/21,15:00,21.5,0.0,75,212,0.0
2020/12/21,16:00,21.6,0.0,75,213,0.1
2020/12/21,17:00,20.5,0.0,78,210,0.0
2020/12/21,18:00,19.8,0.0,82,213,0.0
2020/12/21,19:00,19.8,0.0,83,212,0.0
