"date","TEMP","PP","HUM","DIR_V","VEL_V"
2020-03-03 20:00:00,23.8,0,77,221,3.1
2020-03-03 21:00:00,23.5,0,77,228,3.2
2020-03-03 22:00:00,23.5,0,77,238,1.8
2020-03-03 23:00:00,23.4,0,77,217,2
2020-03-04 00:00:00,23.1,0,78,243,2
2020-03-04 01:00:00,23.1,0,79,262,1
2020-03-04 02:00:00,22.9,0,82,264,1
2020-03-04 03:00:00,22.4,0,83,210,2.2
2020-03-04 04:00:00,22.3,0,84,196,2.3
2020-03-04 05:00:00,21.9,0,88,214,2
2020-03-04 06:00:00,21.6,0,88,240,0.2
2020-03-04 07:00:00,22.1,0,87,319,0
2020-03-04 08:00:00,24.3,0,76,343,0.8
2020-03-04 09:00:00,25.8,0,69,287,3.1
2020-03-04 10:00:00,28.6,0,61,262,1.8
2020-03-04 11:00:00,28.9,0,58,181,2.1
2020-03-04 12:00:00,28.7,0,59,209,3
2020-03-04 13:00:00,27.9,0,64,192,4.4
2020-03-04 14:00:00,27.7,0,64,196,4.3
2020-03-04 15:00:00,27.9,0,61,197,3.5
2020-03-04 16:00:00,27.8,0,62,202,3.1
2020-03-04 17:00:00,25.3,0,75,215,3.3
2020-03-04 18:00:00,24.2,0,81,213,3.2
2020-03-04 19:00:00,24.3,0,79,208,3.1
2020-03-04 20:00:00,24.4,0,72,216,2.6
2020-03-04 21:00:00,23.2,0,80,220,2.9
2020-03-04 22:00:00,22.8,0,83,226,1.9
2020-03-04 23:00:00,22.6,0,85,212,2.5
2020-03-05 00:00:00,22.5,0,85,286,0.3
2020-03-05 01:00:00,21.7,0,90,203,3
2020-03-05 02:00:00,21.8,0,88,250,0.5
2020-03-05 03:00:00,21.9,0,86,219,1.2
2020-03-05 04:00:00,21.4,0,90,218,0.2
2020-03-05 05:00:00,21.7,0,89,182,0.3
2020-03-05 06:00:00,22.2,0,88,196,1
2020-03-05 07:00:00,21.9,0,89,193,2.1
2020-03-05 08:00:00,22.5,0,86,201,2.2
2020-03-05 09:00:00,24.6,0,79,188,1.2
2020-03-05 10:00:00,26.2,0,70,203,2.8
2020-03-05 11:00:00,26.5,0,71,195,3.6
2020-03-05 12:00:00,25.6,0,72,198,4.3
2020-03-05 13:00:00,26.1,0,67,195,4.3
2020-03-05 14:00:00,26.5,0,67,200,3.5
2020-03-05 15:00:00,27.7,0,62,213,3.4
2020-03-05 16:00:00,26.2,0,68,212,3.5
2020-03-05 17:00:00,25,0,74,215,3.5
2020-03-05 18:00:00,23.8,0,80,210,3.6
2020-03-05 19:00:00,23.1,0,85,211,2.9
2020-03-05 20:00:00,23.3,0,79,218,2
2020-03-05 21:00:00,22.9,0,83,217,1.7
2020-03-05 22:00:00,22.7,0,80,210,1.9
2020-03-05 23:00:00,22.2,0,83,220,0.6
2020-03-06 00:00:00,22.1,0,84,197,2.7
2020-03-06 01:00:00,21.7,0,87,195,2.2
2020-03-06 02:00:00,21.5,0,90,211,1.6
2020-03-06 03:00:00,21.7,0,88,266,0.5
2020-03-06 04:00:00,21.6,0,88,231,0.7
2020-03-06 05:00:00,21.7,0,89,260,0.5
2020-03-06 06:00:00,21.6,0,89,199,1.3
2020-03-06 07:00:00,22,0,89,295,0.9
2020-03-06 08:00:00,23,0,82,253,1.7
2020-03-06 09:00:00,24,0,77,275,3.6
2020-03-06 10:00:00,26.6,0,68,226,2.2
2020-03-06 11:00:00,27.8,0,61,252,2.2
2020-03-06 12:00:00,28.3,0,60,242,1.6
2020-03-06 13:00:00,25.9,0,72,205,5.1
2020-03-06 14:00:00,26.1,0,73,207,3.2
2020-03-06 15:00:00,25.7,0,72,198,3.1
2020-03-06 16:00:00,25.5,0,70,196,3.8
2020-03-06 17:00:00,25.3,0,69,226,2.4
2020-03-06 18:00:00,23.4,0,82,212,3.2
2020-03-06 19:00:00,23.4,0,82,216,2.3
2020-03-06 20:00:00,23.4,0,81,209,2.8
2020-03-06 21:00:00,23.5,0,80,211,2.3
2020-03-06 22:00:00,23.4,0,79,213,1.7
2020-03-06 23:00:00,23.7,0,78,206,1.1
2020-03-07 00:00:00,22,0,89,224,2.1
2020-03-07 01:00:00,21.9,0,91,212,2.3
2020-03-07 02:00:00,21.8,0,91,204,2.1
2020-03-07 03:00:00,21.6,0,92,193,2.1
2020-03-07 04:00:00,21.4,0,92,195,1.6
2020-03-07 05:00:00,21.3,0,92,234,0.3
2020-03-07 06:00:00,21.5,0,91,180,1.2
2020-03-07 07:00:00,21.5,0,92,204,2.1
2020-03-07 08:00:00,22.1,0,87,188,1.8
2020-03-07 09:00:00,23,0,82,196,4
2020-03-07 10:00:00,24.1,0,77,214,1.8
2020-03-07 11:00:00,25.9,0,68,197,2.8
2020-03-07 12:00:00,26.2,0,67,191,3.9
2020-03-07 13:00:00,26.7,0,67,201,3.5
2020-03-07 14:00:00,26.3,0,69,219,3.4
2020-03-07 15:00:00,25.6,0,70,208,5.2
2020-03-07 16:00:00,24.6,0,75,209,4
2020-03-07 17:00:00,25.1,0,74,217,3.9
2020-03-07 18:00:00,24.5,0,73,215,2.7
2020-03-07 19:00:00,24.1,0,74,249,1
2020-03-07 20:00:00,23.6,0,77,214,1.9
2020-03-07 21:00:00,23.9,0,76,214,1.6
2020-03-07 22:00:00,23.6,0,75,212,1.6
2020-03-07 23:00:00,23.3,0,78,209,2.2
2020-03-08 00:00:00,23,0,79,221,2.1
2020-03-08 01:00:00,23.1,0,78,258,0.4
2020-03-08 02:00:00,22.9,0,81,208,2.1
2020-03-08 03:00:00,22.5,0,86,212,1.8
2020-03-08 04:00:00,22.1,0,87,210,2.7
2020-03-08 05:00:00,22.3,0,85,226,0.6
2020-03-08 06:00:00,22.7,0,82,219,0.9
2020-03-08 07:00:00,22.6,0,85,224,1.3
2020-03-08 08:00:00,23.6,0,81,204,1.9
2020-03-08 09:00:00,25.7,0,70,201,2.5
2020-03-08 10:00:00,27.3,0,56,212,2.7
2020-03-08 11:00:00,27.4,0,60,217,2.8
2020-03-08 12:00:00,27,0,61,211,4.1
2020-03-08 13:00:00,27.6,0,59,209,4.6
2020-03-08 14:00:00,26.9,0,65,211,4.7
2020-03-08 15:00:00,25.8,0,68,204,5.1
2020-03-08 16:00:00,27.1,0,62,215,4.1
2020-03-08 17:00:00,27.7,0,57,218,3.2
2020-03-08 18:00:00,25.3,0,67,209,4.3
2020-03-08 19:00:00,24.4,0,69,215,3.3
2020-03-08 20:00:00,24.5,0,69,231,1.6
2020-03-08 21:00:00,24.6,0,66,227,2.4
2020-03-08 22:00:00,24.8,0,65,227,2.2
2020-03-08 23:00:00,24.5,0,67,232,1.9
2020-03-09 00:00:00,24.4,0,68,238,1.6
2020-03-09 01:00:00,23.6,0,73,209,2.2
2020-03-09 02:00:00,23,0,79,207,1.7
2020-03-09 03:00:00,23.5,0,76,249,0.4
2020-03-09 04:00:00,23.4,0,77,213,1.7
2020-03-09 05:00:00,23,0,79,203,2.8
2020-03-09 06:00:00,21.9,0,87,212,1.6
2020-03-09 07:00:00,22.4,0,86,224,1.6
2020-03-09 08:00:00,23.4,0,81,226,1.6
2020-03-09 09:00:00,24.8,0,75,213,2.3
2020-03-09 10:00:00,26.1,0,67,211,3.2
2020-03-09 11:00:00,27.3,0,60,210,4.1
2020-03-09 12:00:00,27.7,0,61,212,5.2
2020-03-09 13:00:00,28.3,0,56,206,6.1
2020-03-09 14:00:00,28,0,60,223,5
2020-03-09 15:00:00,28.9,0,51,217,3.4
2020-03-09 16:00:00,27.9,0,62,218,5.2
2020-03-09 17:00:00,27.8,0,53,228,3.6
2020-03-09 18:00:00,25.8,0,64,220,2.9
2020-03-09 19:00:00,25.6,0,64,223,2.1
2020-03-09 20:00:00,25.3,0,64,221,2.9
2020-03-09 21:00:00,25,0,68,231,2
2020-03-09 22:00:00,25,0,66,233,1.9
2020-03-09 23:00:00,24.4,0,69,218,2.5
2020-03-10 00:00:00,24,0,72,228,2
2020-03-10 01:00:00,24.4,0,66,224,1.4
2020-03-10 02:00:00,24.3,0,65,213,1.9
2020-03-10 03:00:00,23,0,75,23,0
2020-03-10 04:00:00,22.8,0,75,196,0.1
2020-03-10 05:00:00,22.3,0,85,199,1.5
2020-03-10 06:00:00,21.9,0,86,201,0.1
2020-03-10 07:00:00,22.4,0,87,208,2.4
2020-03-10 08:00:00,23.1,0,86,202,2.3
2020-03-10 09:00:00,23.4,0,84,204,3.3
2020-03-10 10:00:00,25.3,0,76,219,2.5
2020-03-10 11:00:00,26.6,0,65,204,2.4
2020-03-10 12:00:00,27.7,0,58,198,3.1
2020-03-10 13:00:00,27,0,65,211,4.1
2020-03-10 14:00:00,26.8,0,64,218,4.2
2020-03-10 15:00:00,27.4,0,62,214,4.5
2020-03-10 16:00:00,26.6,0,67,212,5.1
2020-03-10 17:00:00,26.2,0,68,210,4
2020-03-10 18:00:00,25.5,0,67,219,3.9
2020-03-10 19:00:00,25,0,70,218,2.5
2020-03-10 20:00:00,25,0,69,211,3
2020-03-10 21:00:00,25.2,0,68,232,2
2020-03-10 22:00:00,25.3,0,65,228,1.5
2020-03-10 23:00:00,25.4,0,64,222,2.1
2020-03-11 00:00:00,24.8,0,69,229,1.2
2020-03-11 01:00:00,23.5,0,81,200,3.1
2020-03-11 02:00:00,22.5,0,88,218,1.5
2020-03-11 03:00:00,22.7,0,88,213,1.3
2020-03-11 04:00:00,22.6,0,87,249,0
2020-03-11 05:00:00,23.3,0,84,192,1.7
2020-03-11 06:00:00,22.6,0,87,50,0
2020-03-11 07:00:00,23.9,0,81,209,0.4
2020-03-11 08:00:00,25.2,0,68,204,1.7
2020-03-11 09:00:00,26.1,0,65,215,2.1
2020-03-11 10:00:00,27.3,0,63,203,4.7
2020-03-11 11:00:00,27.8,0,62,207,5.4
2020-03-11 12:00:00,27.5,0,63,210,4.5
2020-03-11 13:00:00,28.2,0,65,210,3.9
2020-03-11 14:00:00,29,0,59,211,4.2
2020-03-11 15:00:00,28.9,0,56,207,4.4
2020-03-11 16:00:00,27.2,0,62,212,5.4
2020-03-11 17:00:00,26.2,0,70,210,4.1
2020-03-11 18:00:00,25.8,0,71,213,3.6
2020-03-11 19:00:00,25.3,0,68,213,3.3
2020-03-11 20:00:00,25.2,0,67,223,2.9
2020-03-11 21:00:00,25.2,0,66,213,2.6
2020-03-11 22:00:00,25.3,0,67,222,1.7
2020-03-11 23:00:00,24.4,0,73,206,2.3
2020-03-12 00:00:00,23.4,0,80,254,0.7
2020-03-12 01:00:00,23.1,0,85,208,1.9
2020-03-12 02:00:00,22.6,0,88,202,2
2020-03-12 03:00:00,22.2,0,91,207,1
2020-03-12 04:00:00,22.4,0,89,243,0.6
2020-03-12 05:00:00,22.4,0,89,201,1.5
2020-03-12 06:00:00,22.5,0,88,202,1.8
2020-03-12 07:00:00,23.1,0,88,204,1.7
2020-03-12 08:00:00,24.1,0,81,245,1.3
2020-03-12 09:00:00,26,0,75,198,3.1
2020-03-12 10:00:00,25.8,0,75,190,3.2
2020-03-12 11:00:00,26.1,0,71,188,3.5
2020-03-12 12:00:00,27.8,0,66,212,3.4
2020-03-12 13:00:00,27.3,0,67,194,3.4
2020-03-12 14:00:00,26.1,0,73,199,4.8
2020-03-12 15:00:00,26.4,0,72,202,3.9
2020-03-12 16:00:00,25.7,0,72,220,3.4
2020-03-12 17:00:00,25.5,0,75,214,3.5
2020-03-12 18:00:00,24.5,0,79,205,3.4
2020-03-12 19:00:00,23.8,0,83,211,2.8
2020-03-12 20:00:00,24.2,0,79,207,3.2
2020-03-12 21:00:00,23.9,0,77,208,1.9
2020-03-12 22:00:00,23.9,0,78,212,2.1
2020-03-12 23:00:00,23.5,0,81,204,2.2
2020-03-13 00:00:00,23.1,0,85,213,1.8
2020-03-13 01:00:00,23.7,0,82,201,1.7
2020-03-13 02:00:00,23.7,0,82,212,1.5
2020-03-13 03:00:00,22.8,0,86,207,2.7
2020-03-13 04:00:00,22.7,0,87,225,1.1
2020-03-13 05:00:00,22.8,0,86,215,1.1
2020-03-13 06:00:00,22.8,0,87,220,2
2020-03-13 07:00:00,22.9,0,88,203,2.4
2020-03-13 08:00:00,23.9,0,83,221,2
2020-03-13 09:00:00,25.6,0,79,216,1.8
2020-03-13 10:00:00,26.4,0,71,206,3.1
2020-03-13 11:00:00,27.9,0,67,202,3.2
2020-03-13 12:00:00,26.4,0,72,199,4.2
2020-03-13 13:00:00,26.2,0,73,197,5.3
2020-03-13 14:00:00,26.7,0,69,212,4.5
2020-03-13 15:00:00,26.8,0,71,203,4.8
2020-03-13 16:00:00,26.5,0,71,206,4.4
2020-03-13 17:00:00,25.6,0,72,214,4.3
2020-03-13 18:00:00,24.6,0,77,207,3.5
2020-03-13 19:00:00,24.1,0,76,231,1.7
2020-03-13 20:00:00,23.9,0,79,224,1.7
2020-03-13 21:00:00,24.4,0,73,221,2.7
2020-03-13 22:00:00,24.2,0,76,217,3.6
2020-03-13 23:00:00,24.3,0,76,233,1.8
2020-03-14 00:00:00,23.5,0,81,207,2.8
2020-03-14 01:00:00,23.6,0,80,213,2.6
2020-03-14 02:00:00,22.8,0,85,213,2.2
2020-03-14 03:00:00,22.8,0,85,237,0.6
2020-03-14 04:00:00,22.8,0,85,214,1.2
2020-03-14 05:00:00,21.9,0,91,208,2.8
2020-03-14 06:00:00,21.7,0,91,220,1.6
2020-03-14 07:00:00,22.1,0,88,185,1.9
2020-03-14 08:00:00,22.7,0,85,207,2.3
2020-03-14 09:00:00,24,0,79,206,2.2
2020-03-14 10:00:00,25.9,0,71,203,2.6
2020-03-14 11:00:00,25.9,0,69,189,3.6
2020-03-14 12:00:00,26,0,68,205,3.6
2020-03-14 13:00:00,26,0,69,212,2.9
2020-03-14 14:00:00,26.3,0,67,216,3.9
2020-03-14 15:00:00,25.8,0,67,218,3.5
2020-03-14 16:00:00,26.7,0,65,220,4.1
2020-03-14 17:00:00,25.9,0,67,224,2.9
2020-03-14 18:00:00,25,0,72,252,1.9
2020-03-14 19:00:00,24.4,0,74,235,2.4
2020-03-14 20:00:00,24,0,76,226,2.2
2020-03-14 21:00:00,23.6,0,77,220,2.2
2020-03-14 22:00:00,24,0,75,229,1.4
2020-03-14 23:00:00,23.7,0,78,217,2.7
2020-03-15 00:00:00,23,0,82,215,1.9
2020-03-15 01:00:00,22.6,0,86,238,1.2
2020-03-15 02:00:00,22.3,0,88,213,3.1
2020-03-15 03:00:00,22.2,0,89,216,2.2
2020-03-15 04:00:00,22.3,0,89,213,2
2020-03-15 05:00:00,22.1,0,90,207,2.4
2020-03-15 06:00:00,21.9,0,90,206,1.9
2020-03-15 07:00:00,22,0,90,210,2.1
2020-03-15 08:00:00,22.8,0,86,206,1.4
2020-03-15 09:00:00,23.1,0,83,193,2.6
2020-03-15 10:00:00,24.3,0,77,187,3.2
2020-03-15 11:00:00,25.1,0,73,189,3.2
2020-03-15 12:00:00,26.5,0,70,199,5
2020-03-15 13:00:00,25.4,0,72,203,4.5
2020-03-15 14:00:00,26.3,0,68,203,2.9
2020-03-15 15:00:00,25.7,0,71,211,4.1
2020-03-15 16:00:00,25.8,0,72,211,3.2
2020-03-15 17:00:00,23.7,0,82,208,3.2
2020-03-15 18:00:00,23.3,0,85,212,2.7
2020-03-15 19:00:00,23.4,0,80,234,1.8
2020-03-15 20:00:00,23.7,0,77,228,2.7
2020-03-15 21:00:00,23.2,0,84,224,2.7
2020-03-15 22:00:00,22.6,0,87,246,1.6
2020-03-15 23:00:00,22.6,0,86,215,2.5
2020-03-16 00:00:00,22.2,0,89,216,1.9
2020-03-16 01:00:00,22,0,90,218,2.7
2020-03-16 02:00:00,21.6,0,91,233,1.4
2020-03-16 03:00:00,21.7,0,91,233,1
2020-03-16 04:00:00,21.6,0,90,209,2.4
2020-03-16 05:00:00,21,0,95,213,1.6
2020-03-16 06:00:00,21.2,0,94,203,1.2
2020-03-16 07:00:00,21.1,0,95,209,2
2020-03-16 08:00:00,21.2,0,95,201,1.9
2020-03-16 09:00:00,23.3,0,84,190,1.4
2020-03-16 10:00:00,24.3,0,79,198,3.8
2020-03-16 11:00:00,24.5,0,78,208,2.9
2020-03-16 12:00:00,25.9,0,71,208,3.6
2020-03-16 13:00:00,25.8,0,72,215,3.6
2020-03-16 14:00:00,27.4,0,65,206,4.6
2020-03-16 15:00:00,26.3,0,68,204,6.1
2020-03-16 16:00:00,26.3,0,70,212,4.4
2020-03-16 17:00:00,25.9,0,71,212,4.3
2020-03-16 18:00:00,24.6,0,74,219,3.6
2020-03-16 19:00:00,23.8,0,77,212,3
2020-03-16 20:00:00,23.4,0,79,229,2.3
2020-03-16 21:00:00,23.1,0,81,236,2
2020-03-16 22:00:00,22.9,0,82,243,1.4
2020-03-16 23:00:00,22.9,0,83,229,1.1
2020-03-17 00:00:00,22.9,0,84,227,0.9
2020-03-17 01:00:00,22.6,0,86,210,3.4
2020-03-17 02:00:00,22.4,0,87,245,1.4
2020-03-17 03:00:00,22.1,0,88,221,2.1
2020-03-17 04:00:00,22.1,0,88,315,0.2
2020-03-17 05:00:00,22.1,0,88,219,1.5
2020-03-17 06:00:00,21.5,0,91,214,2.4
2020-03-17 07:00:00,21.4,0,92,205,2.1
2020-03-17 08:00:00,22.2,0,88,220,1.9
2020-03-17 09:00:00,23.5,0,82,219,2.3
2020-03-17 10:00:00,25.6,0,71,200,3
2020-03-17 11:00:00,25,0,75,205,4.2
2020-03-17 12:00:00,25.8,0,70,201,3.9
2020-03-17 13:00:00,27.2,0,66,217,2.9
2020-03-17 14:00:00,26.2,0,67,211,4.7
2020-03-17 15:00:00,25.6,0,69,215,4.8
2020-03-17 16:00:00,26,0,68,222,3.3
2020-03-17 17:00:00,25.6,0,70,211,3.4
2020-03-17 18:00:00,23.7,0,76,217,3.4
2020-03-17 19:00:00,23.6,0,76,217,2.8
2020-03-17 20:00:00,23.1,0,78,223,2.4
2020-03-17 21:00:00,22.6,0,80,236,1.6
2020-03-17 22:00:00,22.8,0,80,248,1.2
2020-03-17 23:00:00,22.5,0,81,228,1.5
2020-03-18 00:00:00,22.8,0,80,211,1.6
2020-03-18 01:00:00,22.5,0,82,204,1.1
2020-03-18 02:00:00,22.1,0,84,206,1.9
2020-03-18 03:00:00,21.9,0,85,213,1.5
2020-03-18 04:00:00,22.5,0,82,202,1.3
2020-03-18 05:00:00,22.1,0,84,271,0.1
2020-03-18 06:00:00,22.6,0,83,216,1.5
2020-03-18 07:00:00,22.3,0,84,266,0
2020-03-18 08:00:00,25.1,0,74,282,0
2020-03-18 09:00:00,27.5,0,60,216,1.6
2020-03-18 10:00:00,28,0,62,210,2.6
2020-03-18 11:00:00,25.9,0,72,194,3.2
2020-03-18 12:00:00,26.8,0,64,200,3.5
2020-03-18 13:00:00,27,0,63,224,2.4
2020-03-18 14:00:00,27.7,0,62,209,3.9
2020-03-18 15:00:00,27.3,0,62,202,3.8
2020-03-18 16:00:00,25.5,0,69,215,3.1
2020-03-18 17:00:00,25.3,0,74,211,2.4
2020-03-18 18:00:00,24.5,0,75,204,3.6
2020-03-18 19:00:00,23.4,0,79,212,3.1
2020-03-18 20:00:00,23.5,0,79,239,2.2
2020-03-18 21:00:00,23.3,0,79,222,2.5
2020-03-18 22:00:00,23.1,0,80,235,2.4
2020-03-18 23:00:00,22.9,0,83,222,1.9
2020-03-19 00:00:00,22.8,0,83,225,1.4
2020-03-19 01:00:00,22.5,0,86,254,1.5
2020-03-19 02:00:00,22.5,0,86,215,1.9
2020-03-19 03:00:00,22.2,0,89,229,1
2020-03-19 04:00:00,22,0,89,242,0.8
2020-03-19 05:00:00,21.9,0,90,223,1.6
2020-03-19 06:00:00,21.9,0,90,221,1.3
2020-03-19 07:00:00,21.9,0,90,244,1.5
2020-03-19 08:00:00,22.8,0,86,214,1.6
2020-03-19 09:00:00,24.6,0,77,207,2.6
2020-03-19 10:00:00,25.5,0,76,206,2.1
2020-03-19 11:00:00,25.3,0,75,211,4.3
2020-03-19 12:00:00,26.7,0,70,212,3.6
2020-03-19 13:00:00,25.9,0,73,213,3.9
2020-03-19 14:00:00,25,0,75,208,6.3
2020-03-19 15:00:00,26.3,0,71,211,3.9
2020-03-19 16:00:00,26,0,72,213,4.1
2020-03-19 17:00:00,25,0,73,222,3.5
2020-03-19 18:00:00,24.1,0,76,215,3.8
2020-03-19 19:00:00,23.3,0,80,226,3
2020-03-19 20:00:00,23.1,0,80,219,2.3
2020-03-19 21:00:00,23.2,0,79,220,2.3
2020-03-19 22:00:00,22.9,0,81,221,2.3
2020-03-19 23:00:00,22.5,0,86,221,2.4
2020-03-20 00:00:00,21.8,0,91,218,3.2
2020-03-20 01:00:00,21.7,0,90,231,1.4
2020-03-20 02:00:00,21.7,0,90,205,1.8
2020-03-20 03:00:00,21.6,0,90,204,1.4
2020-03-20 04:00:00,21.8,0,89,193,1.4
2020-03-20 05:00:00,21.8,0,92,219,1.6
2020-03-20 06:00:00,22.2,0,90,216,2.2
2020-03-20 07:00:00,22.2,0,90,208,1.8
2020-03-20 08:00:00,23.2,0,84,216,1
2020-03-20 09:00:00,23.7,0,83,175,0.3
2020-03-20 10:00:00,25.6,0,76,270,1.4
2020-03-20 11:00:00,27.2,0,68,346,0.3
2020-03-20 12:00:00,27.1,0,69,191,2.4
2020-03-20 13:00:00,28.3,0,63,190,3.3
2020-03-20 14:00:00,25.5,0,73,201,4.8
2020-03-20 15:00:00,23.9,0,82,211,3.8
2020-03-20 16:00:00,24.7,0,77,208,2.6
2020-03-20 17:00:00,23.4,0,83,201,2.5
2020-03-20 18:00:00,23.8,0,81,220,1.8
2020-03-20 19:00:00,23.8,0,81,238,0.8
2020-03-20 20:00:00,22.9,0,85,208,2
2020-03-20 21:00:00,21.8,0,91,215,2.9
2020-03-20 22:00:00,22.6,0,86,8,0.3
2020-03-20 23:00:00,23.2,0,82,207,1.8
2020-03-21 00:00:00,22.8,0,85,211,1.8
2020-03-21 01:00:00,22.7,0,86,227,1.8
2020-03-21 02:00:00,22.8,0,85,237,1.1
2020-03-21 03:00:00,22.9,0,84,56,0.4
2020-03-21 04:00:00,22.3,0,88,210,2.2
2020-03-21 05:00:00,22.1,0,88,257,0.5
2020-03-21 06:00:00,22.4,0,85,220,2.1
2020-03-21 07:00:00,22.5,0,85,213,1.4
2020-03-21 08:00:00,25,0,74,341,0.4
2020-03-21 09:00:00,27.6,0,62,23,0.2
2020-03-21 10:00:00,29,0,57,215,1.4
2020-03-21 11:00:00,28.7,0,58,207,4.2
2020-03-21 12:00:00,28.5,0,56,212,3.7
2020-03-21 13:00:00,28.2,0,60,219,3.3
2020-03-21 14:00:00,28.5,0,56,215,4.4
2020-03-21 15:00:00,26.6,0,67,218,4.6
2020-03-21 16:00:00,26.8,0,64,221,4.3
2020-03-21 17:00:00,26.3,0,65,211,3.3
2020-03-21 18:00:00,24.2,0,77,216,2.7
2020-03-21 19:00:00,25.2,0,69,212,2.8
2020-03-21 20:00:00,25.4,0,65,230,1.6
2020-03-21 21:00:00,25.2,0,66,218,2.3
2020-03-21 22:00:00,23.8,0,74,243,1.3
2020-03-21 23:00:00,24.6,0,66,225,1
2020-03-22 00:00:00,24.6,0,68,215,1.6
2020-03-22 01:00:00,24.1,0,71,214,1.6
2020-03-22 02:00:00,24.7,0,62,257,0.7
2020-03-22 03:00:00,24.5,0,65,225,2
2020-03-22 04:00:00,23.6,0,71,220,1.4
2020-03-22 05:00:00,24.7,0,61,238,0.9
2020-03-22 06:00:00,24.7,0,61,219,2.3
2020-03-22 07:00:00,24.9,0,60,244,1
2020-03-22 08:00:00,25.9,0,59,225,1.4
2020-03-22 09:00:00,27.5,0,55,221,2
2020-03-22 10:00:00,30,0,49,222,2.1
2020-03-22 11:00:00,29,0,55,214,3.8
2020-03-22 12:00:00,29.1,0,53,211,4.4
2020-03-22 13:00:00,28.4,0,55,208,5.4
2020-03-22 14:00:00,26.9,0,64,213,4.5
2020-03-22 15:00:00,26,0,65,210,4.8
2020-03-22 16:00:00,26.5,0,63,209,4.4
2020-03-22 17:00:00,25.6,0,62,214,3.3
2020-03-22 18:00:00,25.2,0,62,217,3.2
2020-03-22 19:00:00,24.6,0,66,221,2.7
2020-03-22 20:00:00,25.1,0,61,225,2.5
2020-03-22 21:00:00,25.4,0,57,240,1.1
2020-03-22 22:00:00,25.6,0,54,219,2.3
2020-03-22 23:00:00,25.8,0,53,225,1.4
2020-03-23 00:00:00,25.2,0,60,253,1.2
2020-03-23 01:00:00,22.6,0,82,213,3.1
2020-03-23 02:00:00,22.7,0,80,228,2.1
2020-03-23 03:00:00,22.8,0,80,219,1.1
2020-03-23 04:00:00,22.9,0,79,209,1.6
2020-03-23 05:00:00,22.6,0,82,245,0.8
2020-03-23 06:00:00,23,0,81,75,0
2020-03-23 07:00:00,24,0,76,210,0.6
2020-03-23 08:00:00,25.6,0,70,203,1.3
2020-03-23 09:00:00,28.2,0,57,207,1.8
2020-03-23 10:00:00,28.1,0,59,206,3.2
2020-03-23 11:00:00,25.9,0,71,207,5.9
2020-03-23 12:00:00,26.6,0,67,208,4.7
2020-03-23 13:00:00,24.7,0,76,210,4.4
2020-03-23 14:00:00,26.4,0,69,214,4
2020-03-23 15:00:00,27.8,0,60,220,4.7
2020-03-23 16:00:00,25.4,0,68,212,5.6
2020-03-23 17:00:00,24.8,0,74,243,3.9
2020-03-23 18:00:00,23.9,0,80,236,4.5
2020-03-23 19:00:00,23.5,0,83,228,4.7
2020-03-23 20:00:00,22.6,0,88,237,3.2
2020-03-23 21:00:00,22.4,0,89,238,3.3
2020-03-23 22:00:00,22.5,0,87,242,1.9
2020-03-23 23:00:00,22.4,0,88,240,2.2
2020-03-24 00:00:00,22.3,0,87,245,1.2
2020-03-24 01:00:00,22,0,89,239,1
2020-03-24 02:00:00,21.7,0,91,215,1.8
2020-03-24 03:00:00,21.6,0,91,210,2.4
2020-03-24 04:00:00,21.5,0,91,214,0.3
2020-03-24 05:00:00,21.4,0,92,200,1.4
2020-03-24 06:00:00,21.6,0,90,211,1.3
2020-03-24 07:00:00,21.9,0,88,223,1.4
2020-03-24 08:00:00,22.5,0,85,206,3.5
2020-03-24 09:00:00,23.1,0,84,225,1.5
2020-03-24 10:00:00,23.3,0,82,204,4.5
2020-03-24 11:00:00,25,0,76,214,2.6
2020-03-24 12:00:00,24.8,0,74,236,2
2020-03-24 13:00:00,25.5,0,72,216,3.1
2020-03-24 14:00:00,24,0,76,209,4.5
2020-03-24 15:00:00,22.3,0,85,210,4.4
2020-03-24 16:00:00,21.9,0,87,203,3.5
2020-03-24 17:00:00,22.4,0,84,197,2.8
2020-03-24 18:00:00,21.8,0,85,200,3.2
2020-03-24 19:00:00,22.3,0,86,219,3
2020-03-24 20:00:00,22.5,0,86,222,2
2020-03-24 21:00:00,22.4,0,87,221,2.7
2020-03-24 22:00:00,22.4,0,87,221,2.5
2020-03-24 23:00:00,22.1,0,87,241,2
2020-03-25 00:00:00,22,0,87,216,2.7
2020-03-25 01:00:00,22,0,86,211,2.8
2020-03-25 02:00:00,21.8,0,87,209,2.1
2020-03-25 03:00:00,21.7,0,88,216,2.2
2020-03-25 04:00:00,21.4,0,89,211,2.7
2020-03-25 05:00:00,21.2,0,89,214,1.8
2020-03-25 06:00:00,21.3,0,87,205,2.7
2020-03-25 07:00:00,21.3,0,88,206,2.1
2020-03-25 08:00:00,22.2,0,84,219,0.7
2020-03-25 09:00:00,22.7,0,83,210,3
2020-03-25 10:00:00,23,0,79,207,3.4
2020-03-25 11:00:00,23.3,0,80,217,3.7
2020-03-25 12:00:00,24.6,0,74,219,3.3
2020-03-25 13:00:00,24.1,0,76,212,4.7
2020-03-25 14:00:00,23.1,0,82,215,3.5
2020-03-25 15:00:00,23.3,0,80,197,2.7
2020-03-25 16:00:00,22,0,84,205,4
