Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CAMPODEMARTE
,Departamento:LIMA,Provincia:LIMA,Distrito:JESUS,MARIA
,Latitud:12Â°4'14.03'',Longitud:77Â°2'35.3'',Altitud:117,msnm.
,Tipo:EMA,-Meteorológica,Código:112181
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/07/01,00:00,15.1,0.0,85,342,0.5
2020/07/01,01:00,15.2,0.0,84,267,0.1
2020/07/01,02:00,15.0,0.0,86,210,1.9
2020/07/01,03:00,14.9,0.0,87,196,1.6
2020/07/01,04:00,14.9,0.0,87,192,1.4
2020/07/01,05:00,15.0,0.0,85,24,0.2
2020/07/01,06:00,14.9,0.0,84,347,0.1
2020/07/01,07:00,14.9,0.0,87,26,0.0
2020/07/01,08:00,15.4,0.0,86,356,0.0
2020/07/01,09:00,16.1,0.0,78,32,0.9
2020/07/01,10:00,16.9,0.0,78,247,1.8
2020/07/01,11:00,17.0,0.0,78,249,1.1
2020/07/01,12:00,17.1,0.0,79,177,2.6
2020/07/01,13:00,17.6,0.0,76,212,1.7
2020/07/01,14:00,17.1,0.0,75,177,3.2
2020/07/01,15:00,17.3,0.0,73,193,2.4
2020/07/01,16:00,16.6,0.0,77,204,3.0
2020/07/01,17:00,16.1,0.0,81,220,2.7
2020/07/01,18:00,15.9,0.0,83,209,2.5
2020/07/01,19:00,16.0,0.0,82,252,1.4
2020/07/01,20:00,15.8,0.0,85,230,1.4
2020/07/01,21:00,15.6,0.0,83,226,2.7
2020/07/01,22:00,15.9,0.0,83,219,1.7
2020/07/01,23:00,15.7,0.0,83,226,1.8
2020/07/02,00:00,15.6,0.0,83,228,1.9
2020/07/02,01:00,15.6,0.0,82,218,1.9
2020/07/02,02:00,15.6,0.0,82,220,1.9
2020/07/02,03:00,15.5,0.0,83,207,2.2
2020/07/02,04:00,15.3,0.0,88,212,1.6
2020/07/02,05:00,15.1,0.0,88,211,2.9
2020/07/02,06:00,14.9,0.0,89,206,1.6
2020/07/02,07:00,15.0,0.0,88,216,1.4
2020/07/02,08:00,15.4,0.0,85,202,1.6
2020/07/02,09:00,16.1,0.0,83,212,1.9
2020/07/02,10:00,16.6,0.0,81,209,1.7
2020/07/02,11:00,16.4,0.0,77,200,3.5
2020/07/02,12:00,16.9,0.0,75,201,3.5
2020/07/02,13:00,17.2,0.0,73,234,1.7
2020/07/02,14:00,16.9,0.0,78,206,2.8
2020/07/02,15:00,16.1,0.0,79,208,3.5
2020/07/02,16:00,16.1,0.0,79,205,3.3
2020/07/02,17:00,15.7,0.0,80,210,3.4
2020/07/02,18:00,15.5,0.0,80,210,3.0
2020/07/02,19:00,15.5,0.0,82,208,2.3
2020/07/02,20:00,15.4,0.0,82,216,0.9
2020/07/02,21:00,15.7,0.0,82,219,0.8
2020/07/02,22:00,15.6,0.0,82,207,2.0
2020/07/02,23:00,15.5,0.0,81,205,1.8
2020/07/03,00:00,15.7,0.0,79,352,0.4
2020/07/03,01:00,15.6,0.0,79,277,1.0
2020/07/03,02:00,15.7,0.0,79,256,0.7
2020/07/03,03:00,15.5,0.0,80,327,0.1
2020/07/03,04:00,15.7,0.0,80,264,0.8
2020/07/03,05:00,15.5,0.0,79,278,0.8
2020/07/03,06:00,15.5,0.0,80,289,0.3
2020/07/03,07:00,15.5,0.0,80,332,0.3
2020/07/03,08:00,15.8,0.0,79,307,1.0
2020/07/03,09:00,16.6,0.0,77,248,1.3
2020/07/03,10:00,17.7,0.0,72,282,1.0
2020/07/03,11:00,19.0,0.0,68,268,2.5
2020/07/03,12:00,18.9,0.0,67,196,4.3
2020/07/03,13:00,19.6,0.0,66,203,3.8
2020/07/03,14:00,20.0,0.0,64,204,3.0
2020/07/03,15:00,18.7,0.0,68,207,3.5
2020/07/03,16:00,18.3,0.0,69,205,3.5
2020/07/03,17:00,16.7,0.0,76,200,3.7
2020/07/03,18:00,16.2,0.0,76,202,2.6
2020/07/03,19:00,16.0,0.0,77,214,1.8
2020/07/03,20:00,15.8,0.0,82,216,1.7
2020/07/03,21:00,15.5,0.0,85,216,1.4
2020/07/03,22:00,15.4,0.0,83,213,1.9
2020/07/03,23:00,14.8,0.0,86,215,0.8
2020/07/04,00:00,14.8,0.0,87,235,1.0
2020/07/04,01:00,14.9,0.0,89,214,1.2
2020/07/04,02:00,14.4,0.0,90,276,0.1
2020/07/04,03:00,14.1,0.0,92,281,0.3
2020/07/04,04:00,14.3,0.0,92,228,0.9
2020/07/04,05:00,14.4,0.0,91,309,0.1
2020/07/04,06:00,15.1,0.0,88,204,1.2
2020/07/04,07:00,15.1,0.0,89,209,1.9
2020/07/04,08:00,15.4,0.0,87,292,0.1
2020/07/04,09:00,15.2,0.0,86,208,3.2
2020/07/04,10:00,15.3,0.0,86,208,2.3
2020/07/04,11:00,16.4,0.0,82,184,1.4
2020/07/04,12:00,17.7,0.0,74,233,1.8
2020/07/04,13:00,18.4,0.0,73,211,4.0
2020/07/04,14:00,18.3,0.0,73,205,3.8
2020/07/04,15:00,17.9,0.0,75,206,4.2
2020/07/04,16:00,17.6,0.0,76,209,4.2
2020/07/04,17:00,16.2,0.0,84,206,3.5
2020/07/04,18:00,16.3,0.0,84,255,1.2
2020/07/04,19:00,15.6,0.0,86,264,1.0
2020/07/04,20:00,15.6,0.0,87,225,1.8
2020/07/04,21:00,15.3,0.0,88,223,1.8
2020/07/04,22:00,15.3,0.0,89,267,0.7
2020/07/04,23:00,15.3,0.0,90,233,1.7
2020/07/05,00:00,15.1,0.0,91,214,3.0
2020/07/05,01:00,15.3,0.0,90,217,1.7
2020/07/05,02:00,15.2,0.0,91,207,1.6
2020/07/05,03:00,15.2,0.0,91,217,1.8
2020/07/05,04:00,14.9,0.0,92,207,1.1
2020/07/05,05:00,14.9,0.0,92,193,1.4
