Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CAMPODEMARTE
,Departamento:LIMA,Provincia:LIMA,Distrito:JESUS,MARIA
,Latitud:12Â°4'14.03'',Longitud:77Â°2'35.3'',Altitud:117,msnm.
,Tipo:EMA,-Meteorológica,Código:112181
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/10/01,00:00,16.0,0.0,88,217,2.9
2020/10/01,01:00,15.9,0.0,89,214,2.5
2020/10/01,02:00,16.1,0.0,89,217,1.5
2020/10/01,03:00,15.8,0.0,90,209,1.5
2020/10/01,04:00,15.6,0.0,91,203,1.7
2020/10/01,05:00,15.7,0.0,92,213,1.4
2020/10/01,06:00,15.6,0.0,92,208,1.6
2020/10/01,07:00,15.5,0.0,92,209,2.6
2020/10/01,08:00,16.0,0.0,92,206,1.0
2020/10/01,09:00,16.6,0.0,87,190,1.6
2020/10/01,10:00,19.6,0.0,75,217,2.2
2020/10/01,11:00,19.1,0.0,75,197,4.2
2020/10/01,12:00,18.1,0.0,78,205,5.8
2020/10/01,13:00,19.0,0.0,75,206,5.3
2020/10/01,14:00,18.1,0.0,77,208,4.8
2020/10/01,15:00,18.9,0.0,75,211,5.0
2020/10/01,16:00,18.3,0.0,78,209,3.3
2020/10/01,17:00,17.1,0.0,82,228,3.4
2020/10/01,18:00,16.9,0.0,84,224,2.8
2020/10/01,19:00,16.7,0.0,85,232,1.5
2020/10/01,20:00,16.6,0.0,86,213,2.8
2020/10/01,21:00,16.7,0.0,87,220,2.2
2020/10/01,22:00,16.2,0.0,89,212,2.8
2020/10/01,23:00,16.3,0.0,89,249,0.3
2020/10/02,00:00,16.4,0.0,89,203,2.6
2020/10/02,01:00,15.5,0.0,91,208,3.0
2020/10/02,02:00,15.5,0.0,93,205,2.7
2020/10/02,03:00,15.1,0.0,94,210,2.4
2020/10/02,04:00,15.2,0.0,94,208,1.0
2020/10/02,05:00,15.5,0.0,93,352,0.1
2020/10/02,06:00,15.4,0.0,92,184,2.0
2020/10/02,07:00,15.7,0.0,91,244,1.2
2020/10/02,08:00,15.8,0.0,90,201,2.5
2020/10/02,09:00,16.0,0.0,91,211,1.1
2020/10/02,10:00,16.7,0.0,89,194,1.9
2020/10/02,11:00,16.5,0.0,88,199,2.9
2020/10/02,12:00,17.1,0.0,84,201,1.8
2020/10/02,13:00,18.1,0.0,78,213,1.3
2020/10/02,14:00,18.6,0.0,79,202,3.7
2020/10/02,15:00,17.6,0.0,81,196,4.1
